conv0,
filter0,
-1.0E-7,0.0,1.0E-7,1.0E-7,-1.0E-7,1.0E-7,0.0,0.0,1.0E-7,
1.0E-7,1.0E-7,-1.0E-7,1.0E-7,-1.0E-7,1.0E-7,-1.0E-7,0.0,-1.0E-7,
-1.0E-7,0.0,-1.0E-7,-1.0E-7,-1.0E-7,-1.0E-7,1.0E-7,-1.0E-7,0.0,
-1.0E-7,1.0E-7,1.0E-7,1.0E-7,-1.0E-7,1.0E-7,-1.0E-7,0.0,0.0,
1.0E-7,1.0E-7,-1.0E-7,1.0E-7,1.0E-7,0.0,1.0E-7,-1.0E-7,1.0E-7,
0.0,0.0,1.0E-7,0.0,1.0E-7,-1.0E-7,-1.0E-7,1.0E-7,0.0,
-1.0E-7,-1.0E-7,1.0E-7,1.0E-7,1.0E-7,1.0E-7,1.0E-7,0.0,1.0E-7,
0.0,1.0E-7,0.0,0.0,1.0E-7,0.0,-1.0E-7,-1.0E-7,0.0,
0.0,-1.0E-7,0.0,1.0E-7,-1.0E-7,-1.0E-7,-1.0E-7,1.0E-7,0.0,
0.0,0.0,0.0,-1.0E-7,-1.0E-7,1.0E-7,-1.0E-7,0.0,0.0,
1.0E-7,-1.0E-7,-1.0E-7,0.0,1.0E-7,0.0,0.0,-1.0E-7,0.0,
-1.0E-7,1.0E-7,-1.0E-7,-1.0E-7,-1.0E-7,1.0E-7,-1.0E-7,1.0E-7,0.0,
-1.0E-7,1.0E-7,-1.0E-7,-1.0E-7,1.0E-7,1.0E-7,1.0E-7,1.0E-7,-1.0E-7,
1.0E-7,1.0E-7,-1.0E-7,0.0,1.0E-7,0.0,1.0E-7,0.0,-1.0E-7,
0.0,1.0E-7,0.0,1.0E-7,-1.0E-7,-1.0E-7,0.0,1.0E-7,-1.0E-7,
bias0,
0.012359966566856381,0.039023555688607464,-0.04125176585475309,-0.04783203489510307,-0.0668628668300652,-0.049021247256122606,-0.08314676639055352,-0.06289373599630155,0.0654354383522752,0.034092806794850564,-0.0169566581848188,-0.00507816449051024,-0.03191554076845622,-0.01369651363321324,-0.00951839858085858,0.04372964825283018,0.022536693416911086,0.010805684166451876,-0.054209019023528635,0.005866757829103064,-0.04361889799694597,0.016273494350329876,-0.0010353456616512824,-0.04903433769202002,-0.07479047928279434,0.032536465252994015,0.06319613515058023,0.061895610429192616,-0.024021718008298776,-0.07905924398141577,-0.025663571878555197,0.022494761073992342,0.030289950798327817,0.03726932710335436,-0.04707710366071636,0.03910307179743652,
filter1,
-1.0E-7,1.0E-7,0.0,-1.0E-7,-1.0E-7,0.0,-1.0E-7,1.0E-7,0.0,
1.0E-7,-1.0E-7,-1.0E-7,-1.0E-7,1.0E-7,-1.0E-7,1.0E-7,1.0E-7,1.0E-7,
0.0,-1.0E-7,1.0E-7,0.0,0.0,1.0E-7,-1.0E-7,1.0E-7,-1.0E-7,
1.0E-7,0.0,0.0,0.0,1.0E-7,-1.0E-7,1.0E-7,-1.0E-7,-1.0E-7,
-1.0E-7,-1.0E-7,0.0,-1.0E-7,-1.0E-7,1.0E-7,1.0E-7,-1.0E-7,1.0E-7,
-1.0E-7,0.0,1.0E-7,-1.0E-7,-1.0E-7,0.0,1.0E-7,-1.0E-7,0.0,
1.0E-7,1.0E-7,0.0,1.0E-7,1.0E-7,-1.0E-7,-1.0E-7,1.0E-7,-1.0E-7,
1.0E-7,-1.0E-7,1.0E-7,1.0E-7,0.0,0.0,-1.0E-7,-1.0E-7,-1.0E-7,
-1.0E-7,1.0E-7,-1.0E-7,-1.0E-7,-1.0E-7,1.0E-7,0.0,-1.0E-7,-1.0E-7,
0.0,-1.0E-7,1.0E-7,-1.0E-7,1.0E-7,1.0E-7,1.0E-7,1.0E-7,1.0E-7,
0.0,0.0,-1.0E-7,0.0,-1.0E-7,0.0,0.0,0.0,-1.0E-7,
-1.0E-7,0.0,0.0,1.0E-7,0.0,0.0,-1.0E-7,0.0,1.0E-7,
0.0,0.0,1.0E-7,-1.0E-7,0.0,0.0,0.0,-1.0E-7,-1.0E-7,
1.0E-7,1.0E-7,-1.0E-7,-1.0E-7,-1.0E-7,0.0,1.0E-7,1.0E-7,1.0E-7,
0.0,0.0,1.0E-7,-1.0E-7,1.0E-7,1.0E-7,1.0E-7,-1.0E-7,0.0,
bias1,
0.02488648655114241,-0.001114156012563594,0.05337442634297623,-0.02205867737487778,0.06197892627822804,0.08408568552612672,0.04192653661350754,0.027541899343788256,0.08332078847232022,-0.03992409351504776,-0.008778020350856591,0.05983273953368112,-0.07311362020111561,-0.07853029746248759,0.08569603101954043,0.0800686022387411,0.03885656092810495,3.776322362778195E-4,0.0013162084615471609,-0.003450937812244398,0.07994580607723653,0.051278352851670345,-0.031063696200979832,-0.06931026827020526,-0.07826302231516717,-0.04368515873539354,0.022935563263873388,0.03297546257182778,-0.055733938118580004,-0.03578296398533983,0.08265346408567453,0.049383723775835914,0.0798437423536501,-0.01660506671189342,0.0689571801861246,0.08123858969120976,
filter2,
1.0E-7,-1.0E-7,-1.0E-7,-1.0E-7,1.0E-7,1.0E-7,-1.0E-7,1.0E-7,1.0E-7,
